metro_title,primary_state,region,population,median_income,unemployment_rate,recent_unemployment_change,opportunity_score,annual_payroll_per_employee,establishments_per_10k,industry_entropy,median_income_norm,inverse_unemployment_norm,annual_payroll_per_employee_norm,establishments_per_10k_norm,industry_entropy_norm,business_key,business_type,sector_code,sector_label,market_strength_probability,momentum_score,sector_employment_share,sector_establishments,sector_establishments_per_10k,sector_employment_share_norm,sector_establishments_per_10k_norm,category_fit_score,business_feasibility_score,whitespace_opportunity_score,business_feasibility_rank,business_feasibility_percentile,feasibility_band,entry_strategy,strategy_guidance,strength_1,strength_2,strength_3,risk_1,risk_2,factor_summary,recommendation_summary
"Bloomington, IL",IL,Midwest,172069,81240,3.9,0.19999999999999973,0.4753872812184707,72.95727151301956,202.30256466882471,2.5444368477081114,0.26361104746461744,0.8682634730538922,0.2735590940070848,0.20528628177299302,0.5470347851459222,finance,Finance / Insurance Services,52,Finance & Insurance,0.8666666666666668,68.0,0.23718499900787088,232,13.482963229867089,1.0,0.3878831969809155,0.7551532787923662,83.32126503043766,40.56658190459248,1,100.0,High,Established Leader,"Best for immediate entry into a proven, already-validated market.",Category demand footprint,Low unemployment,Recent labor momentum,Business density,Affluent demand,"Category demand footprint, Low unemployment, and Recent labor momentum","Established Leader: strongest signals are category demand footprint and low unemployment, while the main watchout is business density."
"San Francisco-Oakland-Fremont, CA",CA,West,4648486,135590,4.2,0.6000000000000001,0.577280763262014,129.83934435994925,286.6438664115585,2.550544475111097,0.7425753917196891,0.8502994011976048,0.6590777694160384,0.40512705510071534,0.5683476715539616,professional_services,Professional Services Firm,54,Professional Services,1.0,51.99999999999999,0.1317137724040618,23140,49.779648685615065,0.36967016892876453,0.5242918925978036,0.43151885839638016,82.94556575189141,58.950355411423786,3,99.48186528497409,High,Established Leader,"Best for immediate entry into a proven, already-validated market.",Low unemployment,Affluent demand,Payroll efficiency,Category demand footprint,Business density,"Low unemployment, Affluent demand, and Payroll efficiency","Established Leader: strongest signals are low unemployment and affluent demand, while the main watchout is category demand footprint."
"Des Moines-West Des Moines, IA",IA,Midwest,753913,85446,3.0,0.2999999999999998,0.5438334659837256,65.6230887961026,251.30220595745132,2.5914859690038288,0.3006768070218728,0.9221556886227544,0.22385161562735334,0.32138748018428914,0.7112151634845723,finance,Finance / Insurance Services,52,Finance & Insurance,0.9142857142857143,64.0,0.15099641679254955,1447,19.193196031902886,0.6192640363015601,0.6461212233910103,0.6300069111373402,82.9002073341202,47.994682634653486,2,99.74093264248705,High,Established Leader,"Best for immediate entry into a proven, already-validated market.",Low unemployment,Economic diversity,Category location density,Payroll efficiency,Affluent demand,"Low unemployment, Economic diversity, and Category location density","Established Leader: strongest signals are low unemployment and economic diversity, while the main watchout is payroll efficiency."
"Bozeman, MT",MT,West,126984,103918,2.3,0.19999999999999973,0.5969988746212789,59.490801998244784,537.7055377055377,2.516047990277906,0.46346299592858275,0.9640718562874251,0.18228999585481426,1.0,0.4479703770308783,restaurant,Restaurant / Food Service,72,Accommodation & Food,0.9424681724537607,68.0,0.1562478903665699,530,41.73754173754173,0.3670372598289161,0.8416806059795943,0.5568945982891874,82.67961002043887,53.785587361430544,1,100.0,High,Established Leader,"Best for immediate entry into a proven, already-validated market.",Business density,Low unemployment,Category location density,Payroll efficiency,Category demand footprint,"Business density, Low unemployment, and Category location density","Established Leader: strongest signals are business density and low unemployment, while the main watchout is payroll efficiency."
"San Jose-Sunnyvale-Santa Clara, CA",CA,West,1995484,164801,4.2,0.6000000000000001,0.7228693742998267,180.1413514796912,252.17942113291812,2.5559449797998663,1.0,0.8502994011976048,1.0,0.3234659797499566,0.5871930161343396,professional_services,Professional Services Firm,54,Professional Services,1.0,51.99999999999999,0.14087915257768305,8761,43.904135538044905,0.39807940922225543,0.4539861127151388,0.42044209061940874,82.61326271858226,61.6562536570203,4,99.22279792746113,High,Established Leader,"Best for immediate entry into a proven, already-validated market.",Affluent demand,Payroll efficiency,Low unemployment,Business density,Category demand footprint,"Affluent demand, Payroll efficiency, and Low unemployment","Established Leader: strongest signals are affluent demand and payroll efficiency, while the main watchout is business density."
"Minot, ND",ND,Midwest,75815,70782,2.5,0.3999999999999999,0.5598440653696164,55.956677311377014,302.4467453670118,2.6288614965511004,0.1714489662830252,0.9520958083832335,0.15833743927907606,0.44257086360268977,0.8416390286774859,retail,Retail Store,44,Retail Trade,0.9,60.0,0.19156631141548996,316,41.68040625206094,0.7172478737488289,0.5544339277783842,0.652122295360651,82.56366886081953,46.07870691350067,2,99.74093264248705,High,Established Leader,"Best for immediate entry into a proven, already-validated market.",Low unemployment,Economic diversity,Category demand footprint,Payroll efficiency,Affluent demand,"Low unemployment, Economic diversity, and Category demand footprint","Established Leader: strongest signals are low unemployment and economic diversity, while the main watchout is payroll efficiency."
"Boulder, CO",CO,West,330262,102697,4.2,1.0,0.5172906358416307,82.81369385850056,393.3240881481975,2.4957124993069613,0.45270282179177607,0.8502994011976048,0.34036107038945823,0.6578983257606387,0.3770086138913022,personal_services,Salon / Repair / Personal Services,81,Other Services,0.96,36.0,0.041718091204681146,1059,32.06545106612326,0.32909991983717185,0.7766243234297008,0.5081096812741834,82.44329043822549,50.15102117394257,4,99.22279792746113,High,Established Leader,"Best for immediate entry into a proven, already-validated market.",Low unemployment,Category location density,Business density,Category demand footprint,Payroll efficiency,"Low unemployment, Category location density, and Business density","Established Leader: strongest signals are low unemployment and category location density, while the main watchout is category demand footprint."
"Boulder, CO",CO,West,330262,102697,4.2,1.0,0.5172906358416307,82.81369385850056,393.3240881481975,2.4957124993069613,0.45270282179177607,0.8502994011976048,0.34036107038945823,0.6578983257606387,0.3770086138913022,clinic,Health Clinic / Care Service,62,Health Care,0.96,36.0,0.13265964578151723,1646,49.839218559810085,0.18773448172263252,0.9814266733642851,0.5052113583792935,82.3563407513788,50.276482290403145,1,100.0,High,Established Leader,"Best for immediate entry into a proven, already-validated market.",Category location density,Low unemployment,Business density,Category demand footprint,Payroll efficiency,"Category location density, Low unemployment, and Business density","Established Leader: strongest signals are category location density and low unemployment, while the main watchout is category demand footprint."
"Washington-Arlington-Alexandria, DC-VA-MD-WV",DC,South,6437907,126244,3.0,0.5,0.5000727191479241,84.84786410689628,246.97778330752527,2.4567468739572513,0.6602129122089642,0.9221556886227544,0.35414767450685986,0.3111410653353318,0.2410360189535984,professional_services,Professional Services Firm,54,Professional Services,0.9054545454545455,55.99999999999999,0.22115596164954185,34327,53.3201240713791,0.6469074027932037,0.566656853223321,0.6148071829652506,81.8260336707757,46.5772558222034,5,98.96373056994818,High,Established Leader,"Best for immediate entry into a proven, already-validated market.",Low unemployment,Affluent demand,Category demand footprint,Economic diversity,Business density,"Low unemployment, Affluent demand, and Category demand footprint","Established Leader: strongest signals are low unemployment and affluent demand, while the main watchout is economic diversity."
"Salt Lake City-Murray, UT",UT,West,1300762,100548,3.2,0.5,0.542054426191682,70.06115935763601,283.82594202475167,2.5825863613477873,0.4337645628073391,0.9101796407185628,0.25393067214939746,0.398450181765795,0.6801595154342985,personal_services,Salon / Repair / Personal Services,81,Other Services,0.96,55.99999999999999,0.05564102890129312,2763,21.24139542821823,0.5175755603848297,0.40069353076912423,0.4708227485385475,81.32468245615641,55.70797410484403,5,98.96373056994818,High,Established Leader,"Best for immediate entry into a proven, already-validated market.",Low unemployment,Economic diversity,Recent labor momentum,Payroll efficiency,Business density,"Low unemployment, Economic diversity, and Recent labor momentum","Established Leader: strongest signals are low unemployment and economic diversity, while the main watchout is payroll efficiency."
"Austin-Round Rock-San Marcos, TX",TX,South,2550637,99897,3.5,0.0,0.5337636515578335,78.46639456278479,259.85665541588236,2.5453971393049013,0.42802756578599505,0.8922155688622754,0.3108972168023946,0.341656645585368,0.550385773077991,technology,Technology / IT Services,51,Information,0.96,75.99999999999999,0.06614753878104115,1880,7.37070778789769,0.42450682211068697,0.5401733103589652,0.4707734174099983,81.32320252229994,59.1789733491365,4,99.22279792746113,High,Established Leader,"Best for immediate entry into a proven, already-validated market.",Low unemployment,Recent labor momentum,Economic diversity,Payroll efficiency,Business density,"Low unemployment, Recent labor momentum, and Economic diversity","Established Leader: strongest signals are low unemployment and recent labor momentum, while the main watchout is payroll efficiency."
"San Francisco-Oakland-Fremont, CA",CA,West,4648486,135590,4.2,0.6000000000000001,0.577280763262014,129.83934435994925,286.6438664115585,2.550544475111097,0.7425753917196891,0.8502994011976048,0.6590777694160384,0.40512705510071534,0.5683476715539616,personal_services,Salon / Repair / Personal Services,81,Other Services,1.0,51.99999999999999,0.037943825565295734,11353,24.4230056840012,0.2780074600789641,0.5111941883234868,0.37128215137677323,81.1384645413032,61.825294964279784,6,98.70466321243524,High,White-Space Opportunity,Strong overall market with room for category expansion.,Low unemployment,Affluent demand,Payroll efficiency,Category demand footprint,Business density,"Low unemployment, Affluent demand, and Payroll efficiency","White-Space Opportunity: strongest signals are low unemployment and affluent demand, while the main watchout is category demand footprint."
"Seattle-Tacoma-Bellevue, WA",WA,West,4145494,112388,4.2,0.20000000000000018,0.5179830091449329,96.52518174596057,267.0007482823519,2.5731787482229294,0.5381056453460704,0.8502994011976048,0.4332907824005566,0.35858407038982726,0.6473311556357189,technology,Technology / IT Services,51,Information,0.96,67.99999999999999,0.07724634504747233,2413,5.820777933824051,0.49925337868797104,0.40000323639128904,0.45955332176929825,80.98659965307894,58.057077317529114,5,98.96373056994818,High,Established Leader,"Best for immediate entry into a proven, already-validated market.",Low unemployment,Recent labor momentum,Economic diversity,Business density,Category location density,"Low unemployment, Recent labor momentum, and Economic diversity","Established Leader: strongest signals are low unemployment and recent labor momentum, while the main watchout is business density."
"San Francisco-Oakland-Fremont, CA",CA,West,4648486,135590,4.2,0.6000000000000001,0.577280763262014,129.83934435994925,286.6438664115585,2.550544475111097,0.7425753917196891,0.8502994011976048,0.6590777694160384,0.40512705510071534,0.5683476715539616,clinic,Health Clinic / Care Service,62,Health Care,1.0,51.99999999999999,0.13204512520461345,16920,36.39894795853962,0.18563005453882903,0.6271788654357578,0.36224957889760057,80.86748736692802,62.256395885449976,2,99.74093264248705,High,White-Space Opportunity,Strong overall market with room for category expansion.,Low unemployment,Affluent demand,Payroll efficiency,Category demand footprint,Business density,"Low unemployment, Affluent demand, and Payroll efficiency","White-Space Opportunity: strongest signals are low unemployment and affluent demand, while the main watchout is category demand footprint."
"Bridgeport-Stamford-Danbury, CT",CT,Northeast,972679,116402,3.1,0.0,0.5698358800371669,99.26592255421856,276.51465694232115,2.568971814464969,0.5734793873486438,0.9161676646706587,0.451866173787615,0.38112660678293403,0.6326508394681475,personal_services,Salon / Repair / Personal Services,81,Other Services,0.9456381623769406,75.99999999999999,0.04592115212242302,2678,27.532207439453305,0.3859970069314419,0.6191800227990193,0.47927021327847286,80.57277776474002,58.70973701069105,7,98.44559585492227,High,Established Leader,"Best for immediate entry into a proven, already-validated market.",Low unemployment,Recent labor momentum,Economic diversity,Business density,Category demand footprint,"Low unemployment, Recent labor momentum, and Economic diversity","Established Leader: strongest signals are low unemployment and recent labor momentum, while the main watchout is business density."
"Salt Lake City-Murray, UT",UT,West,1300762,100548,3.2,0.5,0.542054426191682,70.06115935763601,283.82594202475167,2.5825863613477873,0.4337645628073391,0.9101796407185628,0.25393067214939746,0.398450181765795,0.6801595154342985,finance,Finance / Insurance Services,52,Finance & Insurance,0.96,55.99999999999999,0.07720432933092031,2527,19.427074284150365,0.2932892863882404,0.6566980703208061,0.4386527999612667,80.35958399883799,57.20660000002153,3,99.48186528497409,High,Established Leader,"Best for immediate entry into a proven, already-validated market.",Low unemployment,Economic diversity,Category location density,Payroll efficiency,Category demand footprint,"Low unemployment, Economic diversity, and Category location density","Established Leader: strongest signals are low unemployment and economic diversity, while the main watchout is payroll efficiency."
"Cheyenne, WY",WY,West,101783,83258,3.4,0.3999999999999999,0.5203175875385251,56.61908988220107,356.1498482064785,2.5667045640718924,0.28139485697164107,0.8982035928143712,0.16282694544678444,0.5698165828384831,0.6247391502150333,retail,Retail Store,44,Retail Trade,0.9142857142857143,60.0,0.17255661341509332,374,36.74483951150978,0.6068673685472483,0.436217623357711,0.5386074704714334,80.158224114143,51.231078702884126,3,99.48186528497409,High,Established Leader,"Best for immediate entry into a proven, already-validated market.",Low unemployment,Economic diversity,Category demand footprint,Payroll efficiency,Affluent demand,"Low unemployment, Economic diversity, and Category demand footprint","Established Leader: strongest signals are low unemployment and economic diversity, while the main watchout is payroll efficiency."
"Boulder, CO",CO,West,330262,102697,4.2,1.0,0.5172906358416307,82.81369385850056,393.3240881481975,2.4957124993069613,0.45270282179177607,0.8502994011976048,0.34036107038945823,0.6578983257606387,0.3770086138913022,education,Education / Childcare Services,61,Educational Services,0.96,36.0,0.02480281169534955,335,10.143461857555517,0.05320335041966369,1.0,0.4319220102517982,80.15766030755394,53.44899404089016,1,100.0,High,Established Leader,"Best for immediate entry into a proven, already-validated market.",Category location density,Low unemployment,Business density,Category demand footprint,Payroll efficiency,"Category location density, Low unemployment, and Business density","Established Leader: strongest signals are category location density and low unemployment, while the main watchout is category demand footprint."
"Lincoln, NE",NE,Midwest,351919,74935,2.5,0.3999999999999999,0.4910594790878912,54.93968335914644,269.49383238756644,2.5463962225684345,0.2080476584944569,0.9520958083832335,0.15144475513906747,0.36449125755984335,0.5538721265673093,finance,Finance / Insurance Services,52,Finance & Insurance,0.9142857142857143,60.0,0.11519006791432347,677,19.237381329226327,0.4610903618278835,0.6481194473466222,0.535901996035379,80.07705988106136,50.95694004830273,4,99.22279792746113,High,Established Leader,"Best for immediate entry into a proven, already-validated market.",Low unemployment,Category location density,Recent labor momentum,Payroll efficiency,Affluent demand,"Low unemployment, Category location density, and Recent labor momentum","Established Leader: strongest signals are low unemployment and category location density, while the main watchout is payroll efficiency."
"Bridgeport-Stamford-Danbury, CT",CT,Northeast,972679,116402,3.1,0.0,0.5698358800371669,99.26592255421856,276.51465694232115,2.568971814464969,0.5734793873486438,0.9161676646706587,0.451866173787615,0.38112660678293403,0.6326508394681475,finance,Finance / Insurance Services,52,Finance & Insurance,0.9456381623769406,75.99999999999999,0.07213033485060165,2077,21.35339613582693,0.2708750392964572,0.7438135296117558,0.4600504354225766,79.99618442906313,59.660041435218986,5,98.96373056994818,High,Established Leader,"Best for immediate entry into a proven, already-validated market.",Low unemployment,Recent labor momentum,Category location density,Category demand footprint,Business density,"Low unemployment, Recent labor momentum, and Category location density","Established Leader: strongest signals are low unemployment and recent labor momentum, while the main watchout is category demand footprint."
"Minot, ND",ND,Midwest,75815,70782,2.5,0.3999999999999999,0.5598440653696164,55.956677311377014,302.4467453670118,2.6288614965511004,0.1714489662830252,0.9520958083832335,0.15833743927907606,0.44257086360268977,0.8416390286774859,personal_services,Salon / Repair / Personal Services,81,Other Services,0.9,60.0,0.05159478280943403,231,30.468904570335685,0.46280128497008194,0.7211745909302608,0.5661506073541535,79.98451822062461,49.983380111195075,8,98.18652849740933,High,Established Leader,"Best for immediate entry into a proven, already-validated market.",Low unemployment,Economic diversity,Category location density,Payroll efficiency,Affluent demand,"Low unemployment, Economic diversity, and Category location density","Established Leader: strongest signals are low unemployment and economic diversity, while the main watchout is payroll efficiency."
"Denver-Aurora-Centennial, CO",CO,West,3050512,108046,4.2,1.0,0.5249336115766559,76.83028356151745,300.0217668378292,2.565060878863883,0.49984137335424855,0.8502994011976048,0.2998084622183632,0.4368250477976033,0.6190034244057352,personal_services,Salon / Repair / Personal Services,81,Other Services,0.96,36.0,0.0410139784045025,8090,26.520138258757875,0.3195683027371565,0.5840297998092369,0.42535290156598865,79.96058704697965,53.847202223702524,9,97.92746113989638,High,White-Space Opportunity,Strong overall market with room for category expansion.,Low unemployment,Economic diversity,Category location density,Payroll efficiency,Category demand footprint,"Low unemployment, Economic diversity, and Category location density","White-Space Opportunity: strongest signals are low unemployment and economic diversity, while the main watchout is payroll efficiency."
"Idaho Falls, ID",ID,West,171773,85767,3.1,0.3999999999999999,0.48603583413051743,58.41020892412755,290.61610381142555,2.499081973503822,0.30350564887110704,0.9161676646706587,0.1749662681891434,0.41453899180821485,0.3887665709627183,clinic,Health Clinic / Care Service,62,Health Care,0.9,60.0,0.17566120724578968,808,47.03882449511856,0.33499343169524,0.9076161461670681,0.5640425174839713,79.92127552451915,49.102532750335875,3,99.48186528497409,High,Established Leader,"Best for immediate entry into a proven, already-validated market.",Low unemployment,Category location density,Recent labor momentum,Payroll efficiency,Affluent demand,"Low unemployment, Category location density, and Recent labor momentum","Established Leader: strongest signals are low unemployment and category location density, while the main watchout is payroll efficiency."
"Midland, TX",TX,South,188071,89627,2.9,0.10000000000000009,0.6174697802098946,88.361703167297,331.15153319756905,2.6537894250969805,0.33752225179336237,0.9281437125748502,0.37796274509704925,0.5105848363507564,0.928626343788809,personal_services,Salon / Repair / Personal Services,81,Other Services,0.96,71.99999999999999,0.04069307220968073,493,26.21350447437404,0.3152241763794365,0.5733800872175675,0.41848654071468894,79.75459622144065,62.27125384684713,10,97.66839378238342,High,White-Space Opportunity,Strong overall market with room for category expansion.,Economic diversity,Low unemployment,Recent labor momentum,Category demand footprint,Affluent demand,"Economic diversity, Low unemployment, and Recent labor momentum","White-Space Opportunity: strongest signals are economic diversity and low unemployment, while the main watchout is category demand footprint."
"Bridgeport-Stamford-Danbury, CT",CT,Northeast,972679,116402,3.1,0.0,0.5698358800371669,99.26592255421856,276.51465694232115,2.568971814464969,0.5734793873486438,0.9161676646706587,0.451866173787615,0.38112660678293403,0.6326508394681475,clinic,Health Clinic / Care Service,62,Health Care,0.9456381623769406,75.99999999999999,0.18630602751112912,3330,34.235343828745144,0.3714466441262212,0.5701523335345063,0.45092891988953526,79.7225389630719,60.11104646943117,4,99.22279792746113,High,Established Leader,"Best for immediate entry into a proven, already-validated market.",Low unemployment,Recent labor momentum,Economic diversity,Category demand footprint,Business density,"Low unemployment, Recent labor momentum, and Economic diversity","Established Leader: strongest signals are low unemployment and recent labor momentum, while the main watchout is category demand footprint."
"San Francisco-Oakland-Fremont, CA",CA,West,4648486,135590,4.2,0.6000000000000001,0.577280763262014,129.83934435994925,286.6438664115585,2.550544475111097,0.7425753917196891,0.8502994011976048,0.6590777694160384,0.40512705510071534,0.5683476715539616,finance,Finance / Insurance Services,52,Finance & Insurance,1.0,51.99999999999999,0.05593905425043735,7229,15.551299928621921,0.19935045141758204,0.48142109737047484,0.3121787097987392,79.36536129396217,64.64614673905052,6,98.70466321243524,High,Established Leader,"Best for immediate entry into a proven, already-validated market.",Low unemployment,Affluent demand,Payroll efficiency,Category demand footprint,Business density,"Low unemployment, Affluent demand, and Payroll efficiency","Established Leader: strongest signals are low unemployment and affluent demand, while the main watchout is category demand footprint."
"Bozeman, MT",MT,West,126984,103918,2.3,0.19999999999999973,0.5969988746212789,59.490801998244784,537.7055377055377,2.516047990277906,0.46346299592858275,0.9640718562874251,0.18228999585481426,1.0,0.4479703770308783,clinic,Health Clinic / Care Service,62,Health Care,0.9424681724537607,68.0,0.12472152838722743,580,45.67504567504567,0.16055037974034453,0.8716707644227074,0.44499853361328967,79.32272808016194,59.20867894349285,5,98.96373056994818,High,White-Space Opportunity,Strong overall market with room for category expansion.,Business density,Low unemployment,Category location density,Category demand footprint,Payroll efficiency,"Business density, Low unemployment, and Category location density","White-Space Opportunity: strongest signals are business density and low unemployment, while the main watchout is category demand footprint."
"Austin-Round Rock-San Marcos, TX",TX,South,2550637,99897,3.5,0.0,0.5337636515578335,78.46639456278479,259.85665541588236,2.5453971393049013,0.42802756578599505,0.8922155688622754,0.3108972168023946,0.341656645585368,0.550385773077991,professional_services,Professional Services Firm,54,Professional Services,0.96,75.99999999999999,0.12131335388347837,12232,47.95664769232156,0.33743277306443265,0.5024780521142066,0.4034508846843422,79.30352654053026,62.510439909754986,6,98.70466321243524,High,Established Leader,"Best for immediate entry into a proven, already-validated market.",Low unemployment,Recent labor momentum,Economic diversity,Payroll efficiency,Category demand footprint,"Low unemployment, Recent labor momentum, and Economic diversity","Established Leader: strongest signals are low unemployment and recent labor momentum, while the main watchout is payroll efficiency."
